episode_id,task_id,set,planner,recovery,terminal_status,independent_complete_success,objects_completed,objects_total,expected_met,failure_type,recovery_events,replan_events,model_requests,sim_time_s,wall_time_s
s1_clean_3obj_s500_20260918_031439_771,s1_clean_3obj_s500,s1_clean,rule,True,success,True,3,3,True,,0,1,0,194.22,4.07
s1_clean_3obj_s501_20260918_031444_563,s1_clean_3obj_s501,s1_clean,rule,True,success,True,3,3,True,,0,1,0,192.76,3.9
s1_clean_3obj_s502_20260918_031449_031,s1_clean_3obj_s502,s1_clean,rule,True,failed,False,2,3,False,TARGET_NO_FREE_SLOT,0,3,0,191.27,3.85
s1_clean_3obj_s510_20260918_031453_442,s1_clean_3obj_s510,s1_clean,rule,True,failed,False,2,3,False,TARGET_NO_FREE_SLOT,0,3,0,191.55,3.73
s1_clean_3obj_s511_20260918_031457_739,s1_clean_3obj_s511,s1_clean,rule,True,success,True,3,3,True,,0,1,0,193.57,4.08
s1_clean_3obj_s512_20260918_031502_409,s1_clean_3obj_s512,s1_clean,rule,True,success,True,3,3,True,,0,1,0,192.9,3.85
s1_clean_3obj_s520_20260918_031506_842,s1_clean_3obj_s520,s1_clean,rule,True,success,True,3,3,True,,0,1,0,192.82,3.93
s1_clean_3obj_s521_20260918_031511_330,s1_clean_3obj_s521,s1_clean,rule,True,failed,False,1,3,False,TARGET_NO_FREE_SLOT,0,3,0,127.36,2.66
s1_clean_3obj_s522_20260918_031514_557,s1_clean_3obj_s522,s1_clean,rule,True,success,True,3,3,True,,0,1,0,192.89,3.84
s1_clean_3obj_s530_20260918_031518_971,s1_clean_3obj_s530,s1_clean,rule,True,success,True,3,3,True,,0,1,0,193.95,4.03
s1_clean_3obj_s531_20260918_031523_573,s1_clean_3obj_s531,s1_clean,rule,True,success,True,3,3,True,,0,1,0,192.66,3.82
s1_clean_3obj_s532_20260918_031527_965,s1_clean_3obj_s532,s1_clean,rule,True,success,True,3,3,True,,0,1,0,192.84,3.99
s1_clean_3obj_s540_20260918_031532_528,s1_clean_3obj_s540,s1_clean,rule,True,success,True,3,3,True,,0,1,0,192.65,3.76
s1_clean_3obj_s541_20260918_031536_895,s1_clean_3obj_s541,s1_clean,rule,True,success,True,3,3,True,,0,1,0,192.81,4.0
