episode_id,task_id,set,planner,recovery,terminal_status,independent_complete_success,objects_completed,objects_total,expected_met,failure_type,recovery_events,replan_events,model_requests,sim_time_s,wall_time_s
s1_fault_3obj_s700_20260918_031826_784,s1_fault_3obj_s700,s1_fault,rule,False,failed,False,0,3,False,GRASP_MISS,0,1,0,62.2,1.25
s1_fault_4obj_s701_20260918_031828_828,s1_fault_4obj_s701,s1_fault,rule,False,failed,False,0,4,False,GRASP_MISS,0,1,0,61.88,1.37
s1_fault_5obj_s702_20260918_031830_785,s1_fault_5obj_s702,s1_fault,rule,False,failed,False,0,5,False,GRASP_MISS,0,1,0,62.2,4.16
s1_fault_3obj_s703_20260918_031835_516,s1_fault_3obj_s703,s1_fault,rule,False,failed,False,0,3,False,GRASP_MISS,0,1,0,62.2,1.18
s1_fault_4obj_s704_20260918_031837_270,s1_fault_4obj_s704,s1_fault,rule,False,failed,False,0,4,False,GRASP_MISS,0,1,0,62.21,1.48
s1_fault_5obj_s705_20260918_031839_327,s1_fault_5obj_s705,s1_fault,rule,False,failed,False,0,5,False,GRASP_MISS,0,1,0,62.23,1.65
s1_fault_3obj_s706_20260918_031841_584,s1_fault_3obj_s706,s1_fault,rule,False,failed,False,0,3,False,GRASP_MISS,0,1,0,61.89,1.22
s1_fault_4obj_s707_20260918_031843_377,s1_fault_4obj_s707,s1_fault,rule,False,failed,False,0,4,False,GRASP_MISS,0,1,0,61.9,1.35
s1_fault_5obj_s708_20260918_031845_299,s1_fault_5obj_s708,s1_fault,rule,False,failed,False,0,5,False,GRASP_MISS,0,1,0,62.24,1.6
s1_fault_3obj_s709_20260918_031847_490,s1_fault_3obj_s709,s1_fault,rule,False,failed,False,0,3,False,GRASP_MISS,0,1,0,62.19,1.26
s1_fault_4obj_s710_20260918_031849_316,s1_fault_4obj_s710,s1_fault,rule,False,failed,False,0,4,False,GRASP_MISS,0,1,0,62.2,1.38
s1_fault_5obj_s711_20260918_031851_271,s1_fault_5obj_s711,s1_fault,rule,False,failed,False,0,5,False,GRASP_MISS,0,1,0,62.06,1.56
s1_fault_3obj_s712_20260918_031853_418,s1_fault_3obj_s712,s1_fault,rule,False,failed,False,0,3,False,GRASP_MISS,0,1,0,61.96,1.23
s1_fault_4obj_s713_20260918_031855_212,s1_fault_4obj_s713,s1_fault,rule,False,failed,False,0,4,False,GRASP_MISS,0,1,0,61.9,1.33
s1_fault_5obj_s714_20260918_031857_099,s1_fault_5obj_s714,s1_fault,rule,False,failed,False,0,5,False,GRASP_MISS,0,1,0,62.22,1.45
s1_fault_3obj_s715_20260918_031859_100,s1_fault_3obj_s715,s1_fault,rule,False,failed,False,0,3,False,GRASP_MISS,0,1,0,62.23,1.17
s1_fault_4obj_s716_20260918_031900_846,s1_fault_4obj_s716,s1_fault,rule,False,failed,False,0,4,False,GRASP_MISS,0,1,0,61.89,4.15
s1_fault_5obj_s717_20260918_031905_548,s1_fault_5obj_s717,s1_fault,rule,False,failed,False,0,5,False,GRASP_MISS,0,1,0,62.05,1.52
s1_fault_3obj_s718_20260918_031907_656,s1_fault_3obj_s718,s1_fault,rule,False,failed,False,0,3,False,GRASP_MISS,0,1,0,62.18,1.21
s1_fault_4obj_s719_20260918_031909_452,s1_fault_4obj_s719,s1_fault,rule,False,failed,False,0,4,False,GRASP_MISS,0,1,0,61.93,1.47
s1_fault_5obj_s720_20260918_031911_519,s1_fault_5obj_s720,s1_fault,rule,False,failed,False,0,5,False,GRASP_MISS,0,1,0,62.24,1.44
s1_fault_3obj_s721_20260918_031913_583,s1_fault_3obj_s721,s1_fault,rule,False,failed,False,0,3,False,GRASP_MISS,0,1,0,62.04,1.21
s1_fault_4obj_s722_20260918_031915_373,s1_fault_4obj_s722,s1_fault,rule,False,failed,False,0,4,False,GRASP_MISS,0,1,0,61.92,1.37
s1_fault_5obj_s723_20260918_031917_324,s1_fault_5obj_s723,s1_fault,rule,False,failed,False,0,5,False,GRASP_MISS,0,1,0,62.11,1.49
s1_fault_3obj_s724_20260918_031919_410,s1_fault_3obj_s724,s1_fault,rule,False,failed,False,0,3,False,GRASP_MISS,0,1,0,62.2,1.24
s1_fault_4obj_s725_20260918_031921_210,s1_fault_4obj_s725,s1_fault,rule,False,failed,False,0,4,False,GRASP_MISS,0,1,0,62.2,1.45
s1_fault_5obj_s726_20260918_031923_255,s1_fault_5obj_s726,s1_fault,rule,False,failed,False,0,5,False,GRASP_MISS,0,1,0,62.08,1.54
s1_fault_3obj_s727_20260918_031925_460,s1_fault_3obj_s727,s1_fault,rule,False,failed,False,0,3,False,GRASP_MISS,0,1,0,61.9,1.24
s1_fault_4obj_s728_20260918_031927_261,s1_fault_4obj_s728,s1_fault,rule,False,failed,False,0,4,False,GRASP_MISS,0,1,0,62.16,1.36
s1_fault_5obj_s729_20260918_031929_182,s1_fault_5obj_s729,s1_fault,rule,False,failed,False,0,5,False,GRASP_MISS,0,1,0,62.07,4.37
