episode_id,task_id,set,planner,recovery,terminal_status,independent_complete_success,objects_completed,objects_total,expected_met,failure_type,recovery_events,replan_events,model_requests,sim_time_s,wall_time_s
s1_fault_3obj_s700_20260918_035602_448,s1_fault_3obj_s700,s1_fault,rule,False,failed,False,0,3,False,GRASP_MISS,0,1,0,62.2,1.16
s1_fault_4obj_s701_20260918_035604_349,s1_fault_4obj_s701,s1_fault,rule,False,failed,False,0,4,False,GRASP_MISS,0,1,0,61.88,1.31
s1_fault_5obj_s702_20260918_035606_223,s1_fault_5obj_s702,s1_fault,rule,False,failed,False,0,5,False,GRASP_MISS,0,1,0,62.2,3.83
s1_fault_3obj_s703_20260918_035610_616,s1_fault_3obj_s703,s1_fault,rule,False,failed,False,0,3,False,GRASP_MISS,0,1,0,62.2,1.14
s1_fault_4obj_s704_20260918_035612_331,s1_fault_4obj_s704,s1_fault,rule,False,failed,False,0,4,False,GRASP_MISS,0,1,0,62.21,1.36
s1_fault_5obj_s705_20260918_035614_253,s1_fault_5obj_s705,s1_fault,rule,False,failed,False,0,5,False,GRASP_MISS,0,1,0,62.23,1.41
s1_fault_3obj_s706_20260918_035616_224,s1_fault_3obj_s706,s1_fault,rule,False,failed,False,0,3,False,GRASP_MISS,0,1,0,61.89,1.14
s1_fault_4obj_s707_20260918_035617_927,s1_fault_4obj_s707,s1_fault,rule,False,failed,False,0,4,False,GRASP_MISS,0,1,0,61.9,1.3
s1_fault_5obj_s708_20260918_035619_798,s1_fault_5obj_s708,s1_fault,rule,False,failed,False,0,5,False,GRASP_MISS,0,1,0,62.24,1.42
s1_fault_3obj_s709_20260918_035621_784,s1_fault_3obj_s709,s1_fault,rule,False,failed,False,0,3,False,GRASP_MISS,0,1,0,62.19,1.1
s1_fault_4obj_s710_20260918_035623_449,s1_fault_4obj_s710,s1_fault,rule,False,failed,False,0,4,False,GRASP_MISS,0,1,0,62.2,1.26
s1_fault_5obj_s711_20260918_035625_283,s1_fault_5obj_s711,s1_fault,rule,False,failed,False,0,5,False,GRASP_MISS,0,1,0,62.05,1.4
s1_fault_3obj_s712_20260918_035627_245,s1_fault_3obj_s712,s1_fault,rule,False,failed,False,0,3,False,GRASP_MISS,0,1,0,61.96,1.15
s1_fault_4obj_s713_20260918_035628_956,s1_fault_4obj_s713,s1_fault,rule,False,failed,False,0,4,False,GRASP_MISS,0,1,0,61.9,1.31
s1_fault_5obj_s714_20260918_035630_832,s1_fault_5obj_s714,s1_fault,rule,False,failed,False,0,5,False,GRASP_MISS,0,1,0,62.22,1.43
s1_fault_3obj_s715_20260918_035632_824,s1_fault_3obj_s715,s1_fault,rule,False,failed,False,0,3,False,GRASP_MISS,0,1,0,62.23,1.14
s1_fault_4obj_s716_20260918_035634_526,s1_fault_4obj_s716,s1_fault,rule,False,failed,False,0,4,False,GRASP_MISS,0,1,0,61.89,1.29
s1_fault_5obj_s717_20260918_035636_374,s1_fault_5obj_s717,s1_fault,rule,False,failed,False,0,5,False,GRASP_MISS,0,1,0,62.05,1.37
s1_fault_3obj_s718_20260918_035638_310,s1_fault_3obj_s718,s1_fault,rule,False,failed,False,0,3,False,GRASP_MISS,0,1,0,62.18,1.16
s1_fault_4obj_s719_20260918_035640_049,s1_fault_4obj_s719,s1_fault,rule,False,failed,False,0,4,False,GRASP_MISS,0,1,0,61.93,1.29
s1_fault_5obj_s720_20260918_035641_903,s1_fault_5obj_s720,s1_fault,rule,False,failed,False,0,5,False,GRASP_MISS,0,1,0,62.24,1.36
s1_fault_3obj_s721_20260918_035643_827,s1_fault_3obj_s721,s1_fault,rule,False,failed,False,0,3,False,GRASP_MISS,0,1,0,62.04,1.12
s1_fault_4obj_s722_20260918_035645_511,s1_fault_4obj_s722,s1_fault,rule,False,failed,False,0,4,False,GRASP_MISS,0,1,0,61.92,1.32
s1_fault_5obj_s723_20260918_035647_391,s1_fault_5obj_s723,s1_fault,rule,False,failed,False,0,5,False,GRASP_MISS,0,1,0,62.11,1.39
s1_fault_3obj_s724_20260918_035649_345,s1_fault_3obj_s724,s1_fault,rule,False,failed,False,0,3,False,GRASP_MISS,0,1,0,62.19,1.17
s1_fault_4obj_s725_20260918_035651_086,s1_fault_4obj_s725,s1_fault,rule,False,failed,False,0,4,False,GRASP_MISS,0,1,0,62.2,1.42
s1_fault_5obj_s726_20260918_035653_070,s1_fault_5obj_s726,s1_fault,rule,False,failed,False,0,5,False,GRASP_MISS,0,1,0,62.08,1.42
s1_fault_3obj_s727_20260918_035655_053,s1_fault_3obj_s727,s1_fault,rule,False,failed,False,0,3,False,GRASP_MISS,0,1,0,61.9,1.15
s1_fault_4obj_s728_20260918_035656_763,s1_fault_4obj_s728,s1_fault,rule,False,failed,False,0,4,False,GRASP_MISS,0,1,0,62.16,1.26
s1_fault_5obj_s729_20260918_035658_577,s1_fault_5obj_s729,s1_fault,rule,False,failed,False,0,5,False,GRASP_MISS,0,1,0,62.07,3.6
